;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79
REXO5;6,95791758575573;6,84185692432644;7,01658054673086;6,99348574386182;7,11568881958501;7,15583971433995;7,11016058476146;7,03453895353123;7,16542801752919;7,19119304792933;6,95833969905232;7,01641168233409;7,20839841294484;6,94966327767908;6,97554317544987;7,15018650699561;6,99728507897475;7,04634044484994;6,97695502112892;7,15467075111742;7,12674852266639;6,99744464151995;7,14313257671536;7,14999794511592;7,20863277745927;7,24456981532188;6,92679329272842;7,19476580114551;7,01828163652747;7,12875808778317;6,88732946607642;7,19406345823101;7,06905697873652;7,33923021058394;7,08690458549092;7,17739654150428;7,01229481028364;7,27622139127693;7,030108033208;7,31363013331201;7,3369507352424;7,08114472722841;7,07111541855224;6,81022455320246;7,18620053389405;6,82954640584851;7,15008985742703;6,90143673755533;7,15297052019173;7,14747076695062;6,87763262039701;7,12859545682378;6,94472787290544;7,2307349126003;7,14927495230788;7,13492554852024;6,96178732733639;7,15036346242334;7,01185858450993;6,99079245379036;7,05187402085709;6,96179214316931;7,19146683586594;7,26274218579145;7,06421263788674;7,18947082495174;7,15959770311461;7,20688481740364;7,00973659866786;7,25578935273943;7,06199449095953;7,11404215294396;7,20606689797298;7,04310243143105;7,00370418834985;6,85648821900458;6,84839886811458;6,88947393259791;6,79126090742502
LYRM1;8,26865323549051;8,17722083207238;8,47240382107373;8,41216455791538;8,52110296618965;8,38383759396096;8,49265916363067;8,32450194411555;8,32030597189953;8,42560130278614;8,37239194963576;8,24398700905605;8,43422343107648;8,36337481836141;8,49471951808139;8,39115312485185;8,41706499498135;8,53292356036398;8,47925849887605;8,52328525882906;8,47503696321605;8,34208581400229;8,38883654659355;8,20467180722158;8,41573440098134;8,50173455496676;8,2064001330151;8,35873018980933;8,3255177127201;8,39730919644802;8,23379992912333;8,48437176938788;8,23111338716576;8,53227159216284;8,43816629217079;8,18683258054176;8,38652630668012;8,29710428023706;8,20967875889013;8,48767735826764;8,29610778580175;8,39368564580852;8,41930862919845;8,32126294573278;8,44928585175351;8,44744307870343;8,37395015145033;8,39392878400743;8,47023395657394;8,3050699909402;8,33096482356518;8,22512727603069;8,38090228170451;8,30350048531625;8,4539536612087;8,42694501630218;8,43731361018354;8,3321207789765;8,36564914713096;8,253312557712;8,25420718051554;8,33076424968043;8,2635119575226;8,17563937682581;8,32119135801713;8,17771541815974;8,28557051258369;8,33012317728287;8,12623486627641;8,31889490107585;8,36614083547548;8,36089958810905;8,35680219313645;8,34238365172455;8,19389825704006;8,25573966900457;8,17825639674015;8,44236500240191;8,31265027701634
LDAF1;6,80861014325785;6,58188116385257;6,68849610473902;6,91272543509754;6,86919019928218;6,67414191732477;6,9860611583768;6,7466609541947;6,69288286599289;6,95163718834024;6,52035466150515;6,64887752263384;6,74258404584257;6,75488064699508;6,52793535817708;6,97100839475432;6,579085979297;6,93661899784948;6,66652755376335;6,68825174350681;6,76858867762968;6,7957160329173;7,02516505588721;6,96545336049602;7,15421497451142;7,20154561535743;7,10517289367735;6,92701239201066;6,75474818213497;6,7696277235181;6,96361287887413;6,84381950719792;6,89324557446823;6,88737281150809;6,88757913007976;6,91806032145683;6,77931319966962;6,94563090044533;6,79976621829456;6,81788234852774;6,84381374900504;6,84834944517626;6,80722901556463;6,71145946819126;6,93414396609491;6,75160769494892;6,98292544269505;6,64485198871784;6,73003965914756;6,48243392055874;6,70235383304182;6,73254464741708;6,65040836256711;6,79774275218114;6,7323974007488;6,66704764528553;6,75783718154821;6,67780175021658;6,84144489169603;6,83101535966818;6,80439555614297;6,73947388778471;6,88796305102023;6,96812499245836;6,71950421894139;6,75188735079353;6,87400324647833;6,87512932299114;6,7143685449185;6,8581939189688;6,69549828759343;6,78313153772449;6,89773566816786;6,97661299338163;6,81046506412369;6,54634611006635;6,67204582130787;6,7103234190275;6,85271334954161
ANKS4B;6,6445344499486;6,58701130082368;6,47958859045342;6,70357381806202;6,55828032553374;6,7885349073414;6,56509744147462;6,65428951769048;6,69922925929108;6,71878367877436;6,46085760801897;6,81714062620051;6,77163989122969;6,55059646734688;6,77784724489109;6,54922733712448;6,72688208772346;6,72253810969543;6,70036568711054;6,80089204097714;6,65403303114469;6,83662564336081;6,68237688426807;6,56404772795242;6,47117614863285;6,78504560318865;6,71468225332512;6,68426356762226;6,45852929091558;6,58805174218572;6,80395007954651;6,39389934910195;6,55557675340248;6,50192529576962;6,40299852935952;6,61486895335097;6,39066017930538;6,73162497406724;6,62700714352432;6,36425256677251;6,47454826800856;6,66267213473119;6,72289038729842;6,62164664861875;6,61798146387948;6,44279548891118;6,69556537528526;6,26650275821601;6,52307741805228;6,67011752664954;6,40243408605596;6,66331060981943;6,73582454935916;6,55983181620195;6,44819095221443;6,64506543669602;6,74385108925005;6,58147864657036;6,49051552040042;6,72820242917212;6,65028275603459;6,52636087403963;6,45223547396166;6,37165454504446;6,68569062451104;6,46609210365618;6,48622093131222;6,49102589740469;6,34157181368908;6,33450208386775;6,43293196794998;6,37810845495198;6,4934986566382;6,33606132470264;6,69098778125101;6,39546644060609;6,29906841701603;6,39226769490277;6,49713038256153
CRYM-AS1;6,22583826524463;6,22497781709502;6,42676042256685;6,38474997245181;6,35933393251759;6,04206150617079;6,20963526107875;6,11125145142759;6,02647325963002;6,1623456392764;5,98732225624213;6,09120897739386;6,24266791329863;6,16151696670186;6,1363673711543;6,13306218098421;6,16589396449991;6,37872583916516;6,13793787445704;6,05989904972612;6,14539566750449;6,30863064461883;6,26446892934844;6,17696895272775;6,35908843807832;6,25677335231044;6,21691258718795;6,44331332234259;6,01826333786012;6,36532260474477;6,27363007812715;6,0359700424952;6,13754699441923;5,95098812321457;6,12896304371609;6,21243036699345;6,18022695143932;5,91846583350389;5,88093341195435;5,89781807663862;5,95475224765838;5,96552227043717;6,29656769533786;6,07617196229922;6,22834011715931;6,19279187849024;6,22221551884511;6,14590887028782;6,22649188300188;6,1477902853361;6,0932001569897;6,14109449637802;6,16544124320683;5,81355123545807;5,8538173947644;5,91335908088307;5,94222448315638;6,13996505972609;5,98925243092935;6,30349504522422;6,33530532079315;6,34756553829626;6,22263691025369;6,26714651699931;6,03541231395163;6,33765361349643;6,11418634554165;6,07373043193004;6,16194485136017;5,93222933453559;5,97687237269348;6,04491875159694;6,036645243805;5,97725009168792;6,03991309161827;6,10448520884423;6,25696440646516;6,0868146713931;6,0135406777993
METTL9;10,2632748533558;10,2354185791631;10,3741531678944;10,4031626608096;10,3516594284444;10,364662449231;10,399610451136;10,3982757333087;10,1905455544859;10,3200556972266;10,2639222017565;10,3583431802758;10,2698258586721;10,2623637348665;10,2529533277526;10,3700314935281;10,2045262870472;10,3644164930971;10,2596663180545;10,4183119952661;10,3198938860121;10,4436340059657;10,3469166388083;10,3995586822528;10,2680094012955;10,2939844131705;10,228220286833;10,1910885299981;10,2850211179618;10,3468045291664;10,4340513546854;10,2008505791309;10,3996417792121;10,1301757611225;10,1228941993545;10,2438871857622;10,0887861927699;10,2574713638396;10,2137579330537;10,1336951129757;10,1360343791516;10,1364573504;10,1643884496664;10,2038275018496;10,2087614598763;10,2541922489221;10,26673986368;10,1871418928473;10,1695726038271;10,2076815373985;10,3381887504297;10,3003544905011;10,130975684905;10,0241255529215;10,2387514689407;10,1623147335218;10,193636501063;10,1230608199177;10,1300361716463;10,2643584204562;10,2325512167004;10,2055932482398;10,3323699899687;10,2958754858397;10,19862685723;10,2589606067047;10,1369821875588;10,1479730880275;9,96086278572916;10,1662079892034;10,0243461062865;10,0907362641658;10,0752080589944;10,0658421639151;10,2065857292566;10,2183162944761;10,3140763358942;10,0413139892757;10,2047198214913
OTOA;6,83582395247167;6,86251965303339;6,65053188756099;6,7644491090008;6,63900528542154;6,80571387337961;6,66736669446595;6,72373164259358;6,77148396892819;6,86898706138782;6,94664340609704;6,71943534774893;6,92131711519222;6,81338921386555;6,95954221350342;6,89429681060653;6,98988116362611;6,77386089470896;6,57259596612266;6,7293004401303;6,76157733731684;6,7461481305765;6,71468996971562;6,82965767377337;6,71216937311433;6,72334987655498;6,77047478836965;6,74611829868854;6,52647705160347;6,74794194323712;6,90554294740654;6,70705361727995;6,64784209098542;6,69073683280998;6,70435854925877;6,78315140819375;6,71011303068491;6,88725841547671;6,89711399600932;6,74183659895559;6,78756951231553;6,71278548241373;6,57051550617753;6,56029899937041;6,80374840967441;6,78153244426211;6,76659252356818;6,63093016515729;6,8532239827992;6,56107519365186;6,7550018679762;6,72130487507005;6,69836938542875;6,75145715545241;6,83114532880559;6,9175567513778;6,76827992421542;6,79387891854892;6,6320254356401;6,76473759780509;6,55344870586605;6,78263577205997;6,75717315714487;6,57268791767079;6,5988087190364;6,59834779482922;6,66043430748935;6,83026669511271;6,8187914540524;6,66063659787063;6,79156876316683;6,60096238565534;6,75290095982516;6,70826583126419;6,78927948032223;6,65681999558879;6,50927559532567;6,64472381032812;6,49295768213686
UQCRC2;11,191923713887;11,2970685519979;11,2330648327916;11,2440886770855;11,2645216409829;11,350168320733;11,3468783704311;11,2616770549273;11,3632282583568;11,3812288112303;11,3500405706607;11,2966787322109;11,3284940654751;11,3944797657386;11,4290198030055;11,3221985984428;11,3432790484501;11,3437569345157;11,2160118084703;11,2403871750597;11,3112268565744;11,2382404403924;11,2648628629247;11,2788932290163;11,1915191919256;11,1995502329355;11,2308329777455;11,1931724562352;11,0919842355753;11,1987961843853;11,0680040984173;11,20019905982;11,1123058913893;11,1883324947689;11,2332251114883;11,3157093040796;11,2788899052517;11,2332558597466;11,2265786260916;11,2334327319892;11,2977694753705;11,1660405051009;11,2109725526979;11,178311610378;11,2382849632752;11,0436220814133;11,2273122482533;11,1663474319635;11,2762258755857;11,3351077176681;11,1469613236762;11,1996986076368;11,2446183004668;11,4029870874707;11,321570908598;11,2838174225089;11,3591685452901;11,3426633081908;11,1785373498982;11,1773909446571;11,1526973303925;11,3149350724122;11,233856417774;11,1536236497461;11,2120798736771;11,1856240892039;11,2456094044894;11,3102097825661;11,0748938338291;11,3216835999232;11,1026251128076;11,2190519111446;11,2730392414158;11,1237577896154;11,2654640367968;11,0091898271386;11,1364597839252;11,0049246137234;11,0020261931609
MOSMO;8,71354207832518;9,07931169883715;8,76248926888461;8,78733533799338;8,63104511405369;8,75205753008848;8,80113380696333;8,8284366738807;9,03176060023819;9,03992096717968;9,06074434732534;9,17723022466613;9,06874153402997;8,9980187119318;8,96993811762327;9,0191389064645;9,04771724246837;8,75366963659679;8,59122427216147;8,78094296333103;8,83838050365444;8,78599419405415;8,70476980252766;8,78633406383292;8,80537575842848;8,72123565366467;8,74512735418628;8,99712591725653;8,5844723099604;8,68218421776376;9,05935322087299;8,75504776054859;8,90850081628939;8,87131402610327;8,924483629134;9,05849604190399;8,76866266017113;9,07664896226337;8,96456703254755;9,04229139691994;9,04979172088869;8,73662987249141;8,46609768033075;8,49542233280413;8,66273650381672;8,52572250999629;8,75719215983533;8,76364734474935;8,94165422890752;8,87024283386026;8,79441951350008;8,73203687416857;8,92305397488343;9,17089724978351;8,86742162890734;9,09009394943085;8,95116254413929;9,01719869714581;8,91096172411803;8,90496159761005;8,70598255551191;8,54497329401521;8,73869421877586;8,50866039573697;8,84804320088632;8,41053629393968;8,77627195522077;9,0212354707374;8,71448408667824;9,08955044285674;8,76344416868418;8,83725611356719;8,92794568727516;8,53277403036492;9,01127467009353;8,23116241193347;8,54700184494;8,38588002605561;8,39942161934256
VWA3A;7,49119891193705;7,73531554505942;7,53219317915858;7,42107257435265;7,52485227502563;7,71450026937449;7,71801723912112;7,65148012097123;8,23550997870496;8,11960300026119;8,0943736197894;7,81071013251906;8,19541229954292;8,12338220117337;7,77104114594869;7,75976650806891;8,0442529556448;7,35539686677235;7,31973592949531;7,29790861322143;7,48617693869701;7,28292825863047;7,55115926882792;7,6826080590584;7,68510408346142;7,54941789875064;7,74522331183404;8,0779355351228;7,70929386544255;7,68071979591288;7,46617376939326;7,92926838201706;7,92025784414831;8,09768611713854;7,91372240248678;8,16993755898208;8,16875254231629;8,03465802252196;8,07525906483228;8,19544753676105;8,23039192039644;7,73494209463997;7,508531068535;7,67286868414001;7,68183088477968;7,43161642275496;7,66852688663712;8,09554577189001;7,86882852389983;7,6559442766021;7,99139063205066;7,50095406964649;8,09461702417562;8,02275751329971;8,25271826527197;8,00378159028917;8,37480995653313;8,41904061131987;8,42925121891145;7,79130450005551;7,52321725564384;7,48223988834555;7,9002964462272;8,01011170409698;7,92273831254006;8,13125974325308;8,07848023444896;8,61731464394086;8,0073823897439;8,38060442820651;8,1390216527501;8,18186459701434;8,45011815736345;7,97799746837011;8,10524840304949;7,94450198730444;7,76448644920488;7,76250271027523;7,65399915444874
SDR42E2;7,08083956074226;6,84711589879581;6,79554578862012;6,9868605241114;7,17295644172665;7,08723726685589;6,9678639293452;7,15364383276608;7,01507239297782;6,9719763236699;6,90281123943258;7,02478569355809;6,98160600829198;6,86825573314349;6,8061602881809;6,78413964065909;6,94174147573836;6,93368270209332;7,08978563047077;7,18955943123714;7,07327662556402;7,14190690902323;7,04072808616291;6,87793899825498;6,79376327888558;6,99755905412254;6,93968591854617;6,92116129307728;6,98778005627389;6,90596048841712;6,97112191258598;6,83375593402188;6,93025688181117;6,62601624253154;6,71663642063251;6,86328907913472;6,79258306413569;6,87016188520478;6,7540817938663;6,79388636669751;6,8960619015406;6,78170996828393;7,09635194091564;7,05923349481509;6,93461820103994;6,93897371615185;6,99049994669514;6,85002742976262;6,98455031934477;6,90490323294657;7,05738544541617;7,09012759020428;6,9100761990302;6,77834101132872;6,82969151764797;6,90151216781312;6,87437519796365;7,10724818845022;7,02964295595096;6,96996079963789;6,95029833863951;6,98840176242577;7,07805291181357;7,01527069039714;6,85674053711467;7,03607006907139;7,03649973395194;6,97710446780064;6,7815996059158;6,88909334933834;6,84113024145607;6,72635326761388;7,01088276447245;6,76725865897935;6,74544215512777;7,12547878641153;7,04199421566151;6,98743806942026;6,98094798282093
EEF2K;8,41452831457826;8,37041613823346;8,16941493568615;8,25820215431314;8,55855954664292;8,28097032170887;8,22212517374886;8,162161069013;8,34010504231736;8,24488738732758;8,26871145918755;8,19313002704148;8,2390526002739;8,24811440807906;8,45222712301891;8,2993970007069;8,24780557684173;8,23529072886725;8,22936586353087;8,26196891124128;8,17578143740195;8,15882417120742;8,31468711263724;8,27933240438212;8,43184374357887;8,30211370467908;8,35175605642943;8,40717370588105;8,32291929144256;8,42371721674863;8,2134303595503;8,35880025296506;8,39473251523543;8,37672120686066;8,33564359417782;8,43724529204563;8,35821975966965;8,27941256031839;8,37875379753608;8,20540593565029;8,29261467989192;8,26039870058279;8,44933154278216;8,13418646544253;8,27608300177704;8,05133718408821;8,4038235363804;8,55350630297381;8,34112289566106;8,32146813258044;8,44814198580885;8,42382724819246;8,3056799501732;8,67367659892069;8,48077009093579;8,45554272290868;8,36502941657844;8,52005904744675;8,41874766311233;8,1296979885675;8,60997446600958;8,2559438192181;8,49629897661279;8,71039642056844;8,42633460647904;8,70456950450651;8,60677281638401;8,44777230913306;8,56745889757912;8,4921058871769;8,36211342130236;8,27864162173689;8,62506582374757;8,50418123167954;8,46423941495148;8,30883988575116;8,32468514923931;8,14759867410847;8,38411561222405
SMG1P1;10,9442384267949;11,0218188581209;11,0938230049901;10,7874738156051;10,8871181029175;11,1545083816616;10,8201104211567;10,9525976191647;10,8915484187029;10,729482400414;10,6584460162174;10,6601262602546;10,6327665643002;10,8265568596039;10,6080110825769;10,7655152545446;10,9137937462492;10,806823104121;10,9378569129854;10,696829299291;11,0134165643692;11,0916685999779;10,8680469752405;10,7094132200575;11,0127631357019;10,8625607684354;10,9933942058939;11,0396089997594;11,0985432211018;10,923546188738;11,0050153671863;10,6905162909655;10,8215764788098;10,4054264007207;10,8832801087292;10,7521164954985;10,8955030646864;10,5027719831036;10,7456294820636;10,7038796727186;10,8891402840166;10,6527459172888;10,9259797735138;11,0495238959335;11,0083713081327;10,8290984051882;10,8489059250555;11,2724772290884;10,9126194391614;10,7866243007478;11,1728771343793;11,1560781277167;10,6360024381031;10,6835826981685;10,9337710208442;10,8422783221449;10,6634936014589;10,8771978703219;10,8630468873642;10,850634164733;10,8012617388974;11,1828401772551;10,8462694889253;10,9954173490014;10,8402035053967;11,1592220609535;10,7236904186117;10,9876441030752;10,8989403131307;10,7087406782752;10,8048423564043;10,9959371912127;10,5783358604295;10,8234695379415;10,4843116742968;11,0167365271913;10,922408942822;10,9410531588851;11,0965517140638
NPIPB3;12,6092266135486;12,6458263404128;12,613128186658;12,3861816068366;12,6668886106186;12,7644332285027;12,5112108908978;12,6331992235133;12,6663592496591;12,5183100539453;12,4907139151225;12,3801961077166;12,412900396271;12,491823591706;12,4703793305975;12,4500355177167;12,5480507545729;12,4714255226822;12,5555145943615;12,3953711714413;12,6580159123987;12,6938888673692;12,4362429062493;12,4756642626702;12,6122241264512;12,3359997765248;12,6981894369347;12,7474659350109;12,7214611207751;12,5939643369506;12,7698485969617;12,4959069483723;12,5945334550526;12,2588769072846;12,6759730144027;12,6139096631785;12,5734280843826;12,3866150955457;12,5752241391702;12,4143437181459;12,5719494747493;12,2492696357705;12,6556178514222;12,6939702114758;12,6337415944554;12,528788841014;12,5651127130714;12,8259849146939;12,6614964224338;12,4918054682099;12,8154806419355;12,7356614706344;12,448795069067;12,5183398851452;12,6591850776176;12,6358858791352;12,4169158607557;12,7455086462391;12,6001604123907;12,5793117414227;12,5892553172742;12,6674820691426;12,5170282835053;12,7639864824611;12,4353974752003;12,7571275287672;12,6672434954793;12,7931220123067;12,6852600104011;12,4963021043164;12,4962044963433;12,6555528805909;12,4260159903306;12,5066712335282;12,3773563925776;12,6737207759223;12,7447206866655;12,6655555376583;12,6562804574634
HS3ST2;9,12032826110851;9,26492159736865;8,705725342636;9,01196349696293;8,64825504844487;8,81372268964739;8,82796283747811;9,28343764783484;8,81297076375726;8,73300070187641;8,79160842457414;8,99987354881721;8,89497315873356;8,77833971745773;9,15418591878184;9,05051872694928;8,7684677086532;8,89872509171771;8,97651839910931;8,80090624583887;8,88930726523962;9,04718801404425;9,61359067019028;8,72266868025507;9,05876220231538;9,21298680148287;9,99037210663503;9,36978864638799;9,18844494255971;9,02864479079656;9,26563763416263;9,00365317997544;8,82947081011785;9,02640402794155;9,73796009823208;9,12400597185979;9,70544487551995;8,91597050581343;9,78552040383691;9,09627064658826;9,22316492750911;9,82354683206626;9,24954468524256;9,05941965584963;9,03690118631117;9,90982769623753;9,18933316396985;8,69504424229063;9,01024003367725;8,7436586383326;8,50283476643881;8,66169850209858;8,95990107747739;8,99077337390601;8,62611652106042;8,98275436295666;8,85633400188602;9,16223215111059;8,3078407771901;9,04497759390402;8,17523843356559;8,67783322726186;9,18815302013705;8,78095172212431;8,98444317478377;8,50215198359955;8,77030572931996;8,88871171701975;9,08439424727213;8,81714507802423;9,21874902773016;8,61782637819054;8,99972484446565;8,48796135602776;9,08215370215584;8,28389495517828;9,00253287111099;8,53616817097314;8,5764268234785
SCNN1G;6,24824498633955;6,34659475984542;6,22532294150673;6,39787315872163;6,42969325162173;6,4333025725338;6,27735083203729;6,51087402595646;6,29347830463249;6,31649833487911;6,32988178548169;6,31433482491075;6,13732326969758;6,22400314221497;6,20448262494712;6,21212735787042;6,13109141241625;6,62943165801766;6,28117744895036;6,29291478512263;6,26141266192839;6,54425767856625;6,30741338273229;6,22172867396841;6,41764387253761;6,40548670534591;6,47094601207922;6,4166822899526;6,41508618473509;6,46649074010972;6,25836545081551;6,20386269911422;6,32151389784139;6,18766100908889;6,38467578761115;6,30891088519703;6,37287150078792;6,16621903790697;6,30527729879804;6,13027045320043;6,23774651811193;6,43217881800703;6,42163749607666;6,48759137659634;6,30579852204197;6,43199010403236;6,35278433984515;6,50455841037188;6,45852893601053;6,27484126436881;6,39983043207224;6,30877969647777;6,27407359254619;6,23662377774375;6,19881757553229;6,34043944055273;6,35450209408244;6,42687058983787;6,3975959375207;6,49725902330707;6,34078774046075;6,50754426382942;6,3141114063644;6,50990719679357;6,31078888039247;6,51441022680063;6,44925505705876;6,26154442156892;6,34761649672177;6,18078385564069;6,27799756474263;6,29088451973563;6,30601397002327;6,30537752587805;6,2928703958713;6,57276314736566;6,4538136051513;6,50181291015251;6,37574845187156
UBFD1;8,81015952071979;8,93945728803812;8,85393645092715;8,89844503543709;8,94386245408673;8,79752755624863;8,82685982740125;8,78061754410368;8,83994545381864;8,87604342637191;8,83314689872118;9,04243975322497;8,85392731853892;8,78171171373917;8,95271584825975;8,87203117654063;8,8030448430173;8,86873357720993;8,72161767581799;8,85976021613048;8,86663022150292;8,95527350764563;8,86657110466208;8,7592290766004;8,74128413918607;8,74668604005051;8,80123452210191;8,79007295033996;8,77734918821176;8,80773150231692;8,92644642215424;8,66812746567495;8,68664179253034;8,76586574850654;8,78736613259277;8,7903217553968;8,77927794573199;8,73585439038201;8,77855164314238;8,78900225143444;8,745624960964;8,84706695704024;8,69455734054526;8,78079319547535;8,82553980887362;8,7962117668415;8,69088826509536;8,78103577531372;8,89179568537316;8,89709975175364;8,90683922700769;8,93445855690427;8,87391272067482;8,87664641123706;8,84072768750045;8,92486421824214;8,92173027466419;8,91790292887975;8,84027142555024;8,71597022118673;8,83600894084018;8,90789696593521;8,74480690636552;8,75977290056259;8,89871484812124;8,65457381480166;8,8022155833276;8,77464008300289;8,76476762516927;8,71901013432438;8,77372618837168;8,84618244761206;8,7135274730801;8,65624983792882;8,79812957702691;8,50065481951324;8,61616030316468;8,58476153671238;8,64779530779116
DCTN5;11,156336634423;11,081724199768;11,2282955710657;11,2419285491582;11,162646510065;11,2479435811827;11,2068307114964;11,1791532015118;11,2400851084077;11,3672743024962;11,1253971226084;11,2524779905209;11,2868388405213;11,1708953235243;11,2734469046069;11,313238693527;11,3084470706039;11,2695128361137;11,1279066059468;11,1863724492742;11,2006290886003;11,2341443745433;11,1166386525846;11,2496413653027;11,1812165439115;11,1408602749565;11,1059841343269;11,1814895270859;10,9999397679253;11,1762862370243;11,1961451426732;11,0581652136132;11,1562882205204;11,0470765389246;11,0229544063711;11,2403735020589;11,0489210978532;11,2049032121564;11,0271321446207;11,2274765425359;11,0914793680053;10,9342877404891;11,0573426106133;10,9188150506611;11,0744537449816;10,9659000333687;11,073753220993;11,0109637343233;11,1421994998357;11,1947027884456;11,0740739561624;11,1471971529925;11,0972729045034;11,1749146649609;11,1487535051221;11,2311402353502;11,1612569317614;10,9992685963201;11,1759536785469;11,0987143758671;10,9830363739229;11,1011195680579;11,0769863344426;10,9393929401498;11,0320858168198;10,791723525948;10,9747935618212;11,112796625378;10,8300019201447;11,1255976258895;10,8853483225993;11,0245302584954;11,0831094789436;10,8713642578026;11,0606178500465;10,778072432104;10,8798511738868;10,7300426509302;10,8804100291215
PLK1;7,44986064002165;7,26362944579403;7,4514263363927;7,31265295888323;7,44822498058411;7,38115853040677;7,66635450633245;7,44640444818773;7,48072672168795;7,61348830037253;7,65712593789173;7,74474870084352;7,4609334316301;7,47863566113704;7,3414200702611;7,33098637298731;7,48784480904962;7,33024686866017;7,57161726494045;7,44167073828065;7,44182999367697;7,51498713606959;7,41091510285932;7,39009519684449;7,33132597557907;7,37948207053278;7,3242087589981;7,26148809227338;7,53260487415545;7,28073087585008;7,6859514101739;7,30444627844339;7,64586241623408;7,62588898425354;7,43743384377955;7,53159042467788;7,49457207104809;7,58760823580164;7,59031025924968;7,42818085737633;7,48395118401163;7,6054113537662;7,56145381048189;7,36421302483285;7,24493609499017;7,54929740198036;7,24948806299058;7,4203335580291;7,63542085531023;7,28024287054479;7,66598055852337;7,26617054876198;7,48401047327889;7,62092417263328;7,45581164455455;7,62199622223973;7,48453878054488;7,74293965209346;7,78443071012776;7,36912537887658;7,21486009460347;7,17387525776013;7,62839165250035;7,28848584138139;7,46387884652938;7,51505341095555;7,72638843469184;7,65838485621525;7,71077854433777;7,60723326133992;7,57003413825963;7,48661017087345;7,54975701062799;7,33889760698709;7,81958308715819;7,2911176429788;7,59178527670685;7,5231205024653;7,31431590356132
CHP2;6,21416176486463;6,18464467687452;6,00072989270585;6,21437563516055;6,43736671283623;6,43038748412328;6,19309813039307;6,11806277398588;6,24608809480158;6,2381521039182;6,1073215613406;6,40594663652511;6,2078469268501;6,05453063979458;6,32229555231558;6,3935050133658;6,00138942240138;6,09496759015006;6,02323841533596;6,25422426329471;6,21949582340291;6,19177786070724;6,24338735012017;6,14214410489604;6,08041495964135;6,00119585466628;6,24937346555936;6,24119992499533;6,31595275268486;6,2134536337471;6,46170787219873;6,13783092089331;6,13092925574954;6,11729627933137;6,00194934589321;6,10622936765584;6,05555240183452;6,23665685557584;5,93416218053623;6,03505670165607;6,05367909748893;6,07180920098503;6,25103783783216;6,10853655769245;6,09971044881343;6,10629641141842;6,00111199688271;6,07383259973741;6,25182010694217;6,08973975859075;6,15892589841357;6,20033446213338;6,16247526166234;5,9767754279463;6,07072449291799;6,2957055771285;6,2559185920251;6,11730816623617;5,96065161161684;6,03222856041821;5,97326201227292;6,18878799358625;6,33622051076569;6,30502692094999;6,00897544123548;6,12607510040019;6,13661724742819;6,11619358833178;6,04738399210348;6,1252356188065;6,13988155056208;6,20333594513696;6,16241410639401;6,14653019932562;6,28248187962637;6,26149507316141;6,35548869386589;6,10975675365933;6,04803424645916
PRKCB;11,6576163760892;11,5879448728767;11,4884104892651;11,4308050984954;11,4184701206302;11,6667493881213;11,5814701778528;11,5426634869994;11,8617415944186;11,6062149933291;11,524107829281;11,6373111895724;11,8478689342665;11,570443672133;11,7009756775724;11,8765177963901;11,8886327446889;10,5733975545274;11,1805540793376;11,3781620717871;11,3590518692829;11,2009131287872;11,3676571594184;11,3850031570288;11,1019475189035;11,2854292804167;11,1435195515688;11,6063240741675;11,3440823851636;11,4640059733825;11,6089073684301;11,213511262435;11,6415976285038;11,3350733365545;11,5413591158109;11,5459839449986;11,4849963168686;11,758870204632;11,4501362508838;11,5804231003026;11,633933156291;11,2363726056772;11,0252937609235;11,0696695640759;10,6896244199764;10,9417926691724;10,7890183299854;10,9914332233213;11,3319862234006;11,2350151338284;11,1011058872079;11,0784015330731;11,5384538906538;11,522696843866;11,6250658560175;11,6685371176663;11,3813176943322;11,6535107779607;11,4948285150708;11,1700911347292;10,0370143598044;10,2019830048109;11,135753149726;10,965328230737;11,2953758414127;10,7883620489455;11,1950828556098;11,4642896240133;11,2802763626815;11,3724419209364;11,3589488856039;11,3417284343323;11,3977237074359;10,8052751474432;11,4146373840255;9,72146174140069;10,5902330825576;10,0634214179389;10,4307365913301
