;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79
CYP4B1;7,02677438929252;6,8844707089622;6,67261974013201;6,86608827364715;6,8195802383518;6,86727327765153;6,90684981210162;6,77161650714205;6,95718916999426;6,76286112851735;6,81701807667753;6,6483509662643;6,9473976225745;6,89538012157215;6,92045502956228;6,94575268804226;6,84540656008807;6,60125215167217;6,75715539199918;6,87278076903726;6,73194228166531;6,64231615068049;6,9192396131473;6,82824362610273;6,90409598094704;6,91130418649723;6,79919445910274;6,66113701971181;6,80849213188818;6,69910098708595;7,07157055592087;6,91407878580927;6,78668341150394;7,00036712495749;7,01077000199553;7,01482852261527;6,89168472685558;6,95629852589099;6,8541012159115;6,86608418135245;7,00465278296534;6,85365522771639;6,9226505222392;6,88160412209158;6,80846256207194;6,73617619003418;6,88673332323754;6,64758337767004;6,7137669393126;6,64262142900714;6,76109131979289;7,0337017733097;6,78082577604503;6,75008514659897;6,85134608961729;6,81985656195517;6,82989473602901;6,95889213283926;6,60087772656882;6,89576437377682;6,8370550455094;6,86139286846147;6,67648536890787;6,8012642325283;6,93134289584528;6,87050333661713;6,788859557112;6,90565656065178;6,78359210711554;6,97169032079659;6,71351100628852;6,72328858268844;7,02540997431328;6,99308974775856;6,78597810342092;6,78313040276341;6,8481414781263;6,70509950049978;6,89015417296395
CYP4X1;10,0808085438285;9,64367451621417;10,0047549771352;9,8202056448621;9,95800991010728;10,0625433939301;9,98557639757754;9,88946868541602;10,0237693534939;10,0903804126238;9,87615798814754;9,90769790861833;10,2692402793968;9,97792975844837;9,99145986329847;10,1034484416361;10,1746326795771;9,71918726065299;9,80510614314776;9,79531159378657;9,94996042383495;9,72622214975315;9,77453901565963;9,90126877554664;9,89212957529053;9,65480135721801;9,49124365031246;9,7405274769704;9,64067378977037;10,0126375550512;9,5721555907326;9,7435467367852;9,66912175931733;9,81348937522348;9,64774928916588;9,97526366312742;9,7861907536179;9,91288140444008;9,73509167833483;9,94003889861688;10,0289153701147;9,47518165913967;9,64212878129572;9,42434041456899;9,68116311765057;9,11639025889268;9,66904240948002;9,5605356976235;9,94621541385364;9,8659929955076;9,81915455295295;10,237413790726;10,0482675231205;9,92444470483392;10,2351262899633;10,0974252386163;10,0455639270566;9,88192151186523;9,97169134235152;9,7884659413759;9,64746824188009;9,68717981311163;9,5910541319475;9,78083020425391;9,85685584113528;9,59546148144759;9,73011926080407;9,9867795810829;9,59467217494064;10,0174879736002;9,69412940404198;9,94105399502162;9,9644924312929;9,94073780017801;9,80348246280437;8,92062141603057;9,32698788125511;9,07755817571969;9,38788063370244
CYP4Z1;7,21270462761478;7,05339154840888;7,4798102368096;7,26135578808475;7,20433265703338;7,4559985159916;7,39403159914917;7,37710291324287;7,63608848469171;7,50459145993056;7,08979278453611;7,4947814714371;7,36459004672986;7,1894729075868;7,35051634180677;7,29002067992283;7,45931774494403;7,20353653326206;7,23758550031911;7,00389647735902;7,43124505846159;7,1824799404128;7,16631524441014;7,49210157188451;7,25356760187157;7,36540943029484;7,27657554024466;7,35373818106096;7,25149377954652;7,27444581533352;7,67833515219587;7,21028797824711;7,38092820252394;6,91967290101662;7,17032879340572;7,38530656319142;7,15227140451959;7,37426498166172;7,17079522473298;7,36798183553277;7,14103705811537;7,11010378367357;7,14985091202751;6,98286267501502;7,27657855880594;6,67993840677576;7,08790238109978;7,22024574774559;7,1649158611189;7,40356240586069;7,52209107377866;7,5884226167411;7,14181442840851;7,13865498475352;7,16822540173273;7,4751023270049;7,39262290298252;7,38506199121714;7,51875799023936;7,16355726204223;7,12918111285873;7,02145245229231;7,28205325134781;6,91869194909597;7,35545812432126;7,45949993015773;7,17700573258003;7,49917675811035;7,02687612955896;7,25158399776141;6,93038576826924;7,51354401732492;7,0144761423;7,19097198387202;6,89678350265494;6,80531730986653;6,6952735802126;6,9824681610586;6,93371567378698
CYP4A22;6,26530583002815;6,331234858237;6,37069042663393;6,21437039146949;6,31734502577135;6,13598767755537;6,31050545596041;6,37601723090642;6,44269886178908;6,42209401846494;6,31525465219325;6,35600094293667;6,16062675999062;6,4094069621629;6,35684281363105;6,28309177351165;6,47443627562949;6,00876957958395;5,98861007619977;5,97016978703343;6,22013288093618;6,3771380501486;6,20693210005952;5,98787575694955;6,14107704689784;6,14082213679786;6,16838608213575;6,10699684331702;6,30080124582084;6,10070304678276;6,24045055842271;6,18211067798797;6,25589787774497;6,21823149664884;6,38646190537134;6,40191127039043;6,16540379924658;6,27897868428609;6,29336984789383;6,04403913802407;6,11778608798735;6,02402503104915;6,23298074343114;6,12432647467942;6,22191342492306;6,16443027643997;6,02249215177533;6,35504820290078;6,19256140969957;6,18000765582471;6,28201504540514;6,24706321648569;6,09315820648167;6,11524758435056;6,11302068156882;6,12265774905994;6,35368913763617;6,2160050705206;6,01416711741493;6,04110197505838;6,20264707818275;6,07497885000758;6,2492126601126;6,12529945748456;6,04194338990501;6,23038957036486;6,21267795478929;6,13991070189536;6,1584070992748;5,95512022501028;6,03482624778279;6,05365943112101;6,10124011502767;6,23141553338965;6,26460896013665;6,30475677834885;6,03220860192744;6,20758364083603;5,83332710159698
CMPK1;9,58515034712588;9,67126184455047;9,63658840703998;9,77779701116121;9,63452847539103;9,68923945338601;9,64217800713035;9,65773523685472;9,6333637128268;9,62424880388933;9,65899382664825;9,66090394204811;9,8494270089664;9,72127597283706;9,64876824929622;9,80535085323774;9,72043999403759;9,82783751561614;9,80546216604517;9,79934968620137;9,63902442730939;9,67710206459522;9,84743695408017;9,69504148725963;9,71256608092571;9,74403137271639;9,72434688077892;9,77561259242996;9,8080875744887;9,73542217510725;9,49212140320297;9,72287794408085;9,64931133197597;9,81362664947743;9,706838498505;9,72259922266154;9,78270167270534;9,67651589385034;9,61086484009801;9,75852858855689;9,88400441671772;9,71599987432584;9,71187464006446;9,71424104350291;9,63918875297351;9,89545377467348;9,79569776749046;9,58158435511416;9,51534700150358;9,75227532117236;9,61105236138109;9,72040020864092;9,70169929928329;9,7718089137192;9,63120001086724;9,60949352108701;9,63745862810609;9,60374656581976;9,59308092860233;9,64239587643171;9,71154951716456;9,87313833250393;9,73852484789696;9,63135274226235;9,79093913693273;9,65361756863792;9,66569266284973;9,63493735436568;9,68803651882737;9,78488398835626;9,7475713686442;9,79471670025304;9,72658837701587;9,6126539811372;9,78457326540612;9,77355022966746;9,77927992698567;9,78502543765284;9,90626632319831
FOXE3;8,93456904359096;8,83031004389307;8,72320859282722;8,83861304845482;8,95086255045882;8,80798539842676;8,827844321502;8,84057158055954;8,58434926810005;8,70637424917327;8,75041393388971;8,70665767132305;8,74416959888303;8,65207215018971;8,78316983917539;8,81596555679041;8,60597182138835;8,78217983989765;8,78479770884917;8,8384378545739;8,75828153132782;8,84544467673954;8,76226854863456;8,72219819926312;8,68166113140738;8,72251295224386;8,82039680925515;8,78828133074969;8,72795214801286;8,69067312209523;8,90482954089341;8,78367559525719;8,8577708995166;8,71920187368481;8,6639335659171;8,64185166959176;8,83084927457128;8,62181318435534;8,7848645954963;8,52143741899451;8,63984812829574;8,68200623869234;8,74884585732232;8,83955905238327;8,72007581451566;8,83133158858653;8,88558044968107;8,87058887881128;8,84812182178846;8,68093742840261;8,78692607745749;8,59806229619689;8,78472400241429;8,5470451036202;8,7868862999606;8,7796182011933;8,68460806462483;8,87675608467855;8,55032747172829;8,87193462495591;8,87735313853609;8,75936093930631;8,83030359125303;8,73450599505402;8,79169158593371;8,71803531984221;8,82177045573388;8,71549095865393;8,89304227352365;8,66477770470036;8,85465973455362;8,55771195916568;8,77533665424523;8,83443246200044;8,7598752630842;8,95817723502396;8,93926103311985;8,86540419714933;8,9745481902645
FOXD2;7,18567731399943;7,08826728906275;7,02706630383411;7,11972558055312;7,09619864697648;7,0184155571113;7,14000884490565;7,11119894003766;6,94524707584897;6,97776868768621;7,06707358145159;7,06157409421245;7,01459392852373;7,01981002438406;6,997016495435;7,0294239374714;6,94665331267308;6,94294296343397;6,95150536296899;7,1313876114401;6,87990071146415;7,00508358428332;6,96761539860282;7,02935362672285;6,90867058005061;6,95275249951873;7,02142955997569;6,98814440459183;7,10845533624332;7,08788693995457;7,16523704926369;7,06612349791909;7,03536463066774;6,88473552416681;6,92618434105481;6,99358953489585;6,98168748352141;6,96055084584966;7,0453103664426;6,86284739046033;6,98612255426565;7,01857918103007;7,12847632224354;7,05751679728762;6,92559462005321;7,08927731367013;6,90939201189519;6,96916215687983;7,08907687750622;7,10468578493539;7,1089616898188;7,03603242413177;7,07802161908187;6,93127499936904;7,07895222792961;6,9915011877407;6,93535965529785;6,9982863525249;6,89206332118802;6,86746756040901;7,02181026197637;7,0862341863906;7,08145701269957;6,91017136257583;7,13710116480137;7,14453173427699;6,93851538694414;6,8510339924366;7,04674114867209;6,96328029710847;6,98147368125399;7,00570292945268;6,96183073576299;7,05806708041438;7,10632367364529;7,07364832474361;7,14288057830319;7,01782181360694;6,88258952192707
SLC5A9;6,31378613634465;6,34004665042398;6,24463915994228;6,35996389034277;6,30180683491104;6,27488338875785;6,38025211412689;6,43676240441668;6,40834995798516;6,32466000855375;6,29054408038831;6,19094666438487;6,28573382859451;6,35653357380528;6,45906957113992;6,39919972785336;6,29641914474961;6,29492555695671;6,32741793796959;6,43336004678434;6,35726434622847;6,4633632977956;6,34725404838223;6,09380594103499;6,12836394570546;6,11651877110286;6,34118284627661;6,22080489357389;6,17918757358251;6,18925179713789;6,29734872996409;6,15583983744654;6,28664584072444;6,13032410032463;6,35371177942497;6,32068177578077;6,28113404802103;6,24559951906094;6,39309942178298;6,17013878420512;6,19288466454444;6,27622290478204;6,41337426124365;6,30309219016186;6,39854909852364;6,1893590792808;6,39055050523981;6,28606704458345;6,26478900860059;6,25617089799169;6,32261348910233;6,3182141026311;6,30749126107756;6,17315455337613;6,28461576717266;6,28194974966144;6,16675181722553;6,40978090990916;6,19495759001296;6,41659582365628;6,50805029977143;6,39508869306526;6,35001663751627;6,32500751485755;6,19924593526772;6,36202470695501;6,16554096819377;6,30641381669148;6,33473694508089;6,34148418599652;6,16722128398381;6,1723749792338;6,20816180084101;6,13325851672378;6,35477994084237;6,47009115468066;6,36981994093821;6,31191572343251;6,25318853613998
STRADB;9,84940615758101;9,71441355114586;10,0588310713218;10,0099087530782;9,86661726952621;9,86591890146216;10,0643716891149;9,93413759350556;9,83321789718981;9,9683927757637;9,82276744380356;9,94401503108514;9,827462456753;10,0098109930327;9,81013857333937;9,92795232750817;9,91516229774091;10,1747694555035;10,1053437520009;9,91602262886206;9,89764977845071;9,95681776393355;9,83007912261811;9,94900375781406;10,0499336358296;10,0471093376179;9,98343601231359;10,0754435630616;10,0035651704196;9,92234677922828;10,0258718701048;10,0516852991258;9,90044826369893;9,94439866327489;9,6982272881788;10,0153849221927;9,85988294516017;9,91367550777542;9,75640966019618;9,92122626121891;10,0508160078566;10,0835174448059;9,88136014431061;10,1725052852098;10,0571307457674;10,1555141533509;9,99117224723983;10,0749228081417;10,0039027202636;10,0805102298032;9,8896485664022;9,96011182549569;9,8944631155564;10,0699828790331;10,0391289708134;9,84576407036224;9,88504730197276;9,78357772580879;9,91431464396125;10,0892994411419;10,1601690310423;10,1730696138696;9,85877788137704;10,0872581910176;9,89119980824039;10,0359717160043;9,88790017100158;9,90496642872452;9,83298547778296;10,0481139717846;9,88611480067548;10,1265296992999;10,0414417104758;10,0141757035116;10,101906794691;10,0893874455646;10,0424164275765;10,15729408615;10,0281844362218
ELAVL4;9,43119515307463;9,72670639413941;9,19983280684679;9,31443826446387;9,37089434598447;9,55090800268361;9,44523206261995;9,59935245666824;9,82599330188609;9,6116986932358;9,75453105328064;9,76587826755622;9,84328937094795;9,51813284796562;9,86996667044786;9,73369657060734;9,68990868437444;9,31678079991034;9,36417692493592;9,53608276096163;9,67354301247081;9,61140320653101;9,52175504212798;9,14772750583335;9,05379919006134;9,06934567079314;9,33519989543774;9,69334113666841;9,14471433452672;9,4068548484702;9,71731941001404;9,11497533870049;9,39687831881685;9,35836805884458;9,85600329722085;9,49735876912889;9,6074609988681;9,67525079293238;9,64041302536424;9,69028650671128;9,60078291462278;9,51962666182687;9,43234475748482;9,30368166148962;9,39745360453218;9,29332832135908;9,37571066801036;8,9164142360566;9,51528472413792;9,21883913964812;9,50246035546592;9,06470504476069;9,6491130269915;9,63341207698915;9,54248372789378;9,81016936698342;9,50214965158798;9,79832158375698;9,63688596045552;9,36822893300461;8,68032163344199;8,82116478589965;9,34873444388088;9,12258463924891;9,41423741312785;8,84174877719364;9,40421416004713;9,61286144230375;9,54293806488617;9,5026119948685;9,6395214021866;9,53142075733157;9,41071021375297;8,85205068748629;9,49431451825217;8,1941168944085;9,03771536011356;8,48530097005842;8,66520206854052
CDKN2C;6,29029997333091;6,29210792963916;6,09283765422554;6,25691219783756;6,17867970109568;6,19228724488897;6,17107952982787;6,2959006625954;6,23368521207495;6,35094481756887;6,30316820004905;6,43055211981809;6,13137987779158;6,23498179908469;6,16529284128192;6,24507621159097;6,27083759047433;6,07944106003252;5,94667451459715;6,26375181086213;6,08696906168956;6,1985662978306;6,2583639322063;6,1002837054612;6,12237661777986;6,2001889151214;6,21617742058151;6,05117794855563;6,29769492847631;6,16987300009516;6,26156496175779;6,19944014287664;6,27354172283308;6,34107551074865;6,4080662846558;6,34893416822478;6,50233628847631;6,24301963090618;6,50429863126757;6,30142085892504;6,42947295452197;6,5651852284941;6,31038357490555;6,12110487347385;6,22542505124755;6,33665016060978;6,04693662654456;6,23081884124832;6,11797266946732;6,17134633803154;6,16593198836489;6,30584317032932;6,20808126971741;6,32202343608632;6,33109402955092;6,37353132736393;6,14633906171073;6,51902604953663;6,21381260139505;6,21392878169491;6,09313838281445;6,14638776494211;6,39932541142946;6,20743716168221;6,22247778782096;6,31286433789067;6,15623046458932;6,42886346752189;6,42835409827881;6,48001377857683;6,42822668263116;6,30477628499906;6,3185482179866;6,38208262358922;6,36055907591389;6,28143420274279;6,26921045378042;6,41754674174449;6,25455083005596
RNF11;9,52337843636812;9,64877181134726;9,62038200250127;9,66974865174785;9,5770910186079;9,63966603244784;9,5607447286507;9,61864835534496;9,56275035600406;9,59774975684895;9,74180188869946;9,77693044191265;9,63446599983564;9,60667519566624;9,71713995176904;9,70945551662371;9,66989625047355;9,6542600289552;9,6042481728916;9,67202191622044;9,63090074948275;9,67396931621876;9,54108794429471;9,5117937182308;9,44244327809742;9,55449573204399;9,47346109835906;9,57123320667448;9,48051598664724;9,54807718219033;9,5309399905021;9,41496805202901;9,4641507575971;9,47880368605199;9,50851845538027;9,54038756422182;9,42586599411666;9,59221316466928;9,51301133412392;9,51859569112666;9,46602957686354;9,54049270191592;9,47188273233411;9,36740926176305;9,39108387843495;9,48573927951818;9,50236002070798;9,41438311958275;9,57999200398318;9,57181919151068;9,52301823167003;9,40941970218832;9,51102076065977;9,63301143851255;9,4879420203592;9,56631375756658;9,52301604092911;9,65383917434229;9,5839218236348;9,62788373670222;9,37224981715486;9,52286494067399;9,50029384338992;9,37759280031411;9,53876240888096;9,36716008662523;9,48171257455546;9,46689677029315;9,44751625269495;9,45887954455672;9,45048847541845;9,37735508968901;9,5015492176084;9,29601699926631;9,52140458591875;9,14413654168838;9,33635044436835;9,27211521573756;9,23001979164694
OSBPL9;9,60959874975051;9,60544702489744;9,44779278631346;9,39246363223588;9,40839539890547;9,3987824813844;9,56775675271335;9,46928440012803;9,69451381382006;9,46532902589079;9,53680024008959;9,42037013669793;9,55388097335427;9,60561944767459;9,48439114263408;9,41266174347607;9,51050092911039;9,45996561168394;9,5214041164845;9,41118303070717;9,64916409259978;9,41621795566144;9,54991720957041;9,67159567620162;9,72445002100254;9,66487372452322;9,75862922452336;9,53197509926529;9,63772386063971;9,68611112433127;9,43674742061203;9,71293549011565;9,56585894744742;9,6412280956891;9,75593185693482;9,72774346049029;9,51631989491702;9,76251319204546;9,61559447834998;9,6790308795356;9,69569149788279;9,67741317959935;9,57769219483846;9,79714671563046;9,79405747756979;9,76557415656227;9,74990030937015;9,84599139276202;9,64778467258268;9,80813773263812;9,77685268146314;9,95778839990376;9,73128487203843;9,70977911831755;9,62138369823012;9,61965593107643;9,7488236509843;9,53754255332091;9,63801400255704;9,63141607204535;9,91595599741788;9,91005092003557;9,68705816520439;9,81166612995415;9,69427706884073;9,82243113686059;9,79915715950155;9,69034891828811;9,74506507392305;9,8309384380742;9,70713745717285;9,91136681965776;9,7190046753742;10,0729123217699;9,76712689717378;10,0692563201634;9,86704820223524;10,1568609767727;9,98275404615872
BTF3L4;10,2106521596726;10,1555646415566;10,3010423784308;10,3043329144111;10,1784058918528;10,2310158004489;10,1773204527851;10,3065077971752;10,3055099171185;10,3200788020336;10,2160597424582;10,3839311034033;10,2906860937379;10,3690199649843;10,2923355492046;10,3153442332255;10,2993378411216;10,4227615300116;10,3011779231221;10,2886596784225;10,2155086038134;10,1250528569895;10,3089620644572;10,3591345049137;10,2400811709071;10,3362411466767;10,0945492714462;10,3044528630851;10,1112365558099;10,2085560310326;9,85520500409787;10,3242790567246;10,0932411408032;10,3532439708625;10,2102066246093;10,339529586918;10,2829839271551;10,1940393123321;10,0226270991067;10,4034480267988;10,3463702917746;10,2146332832462;10,1594363861307;10,1560056282344;10,220786326788;10,0505129754826;10,235698352798;9,9589959620032;10,2036909477625;10,3022519395139;9,98401564538422;10,2525645756132;10,0988703855421;10,4799058878118;10,2357480714273;10,1211315276936;10,3097490730048;10,0469974112931;10,0118641581593;10,1490727243515;10,2858869382197;10,2971956438198;10,0390187479506;10,1218562875037;10,0712288481578;9,9096168642711;10,0684649931678;10,1653155639256;9,90771793540777;10,2306740796133;9,98697155494955;10,2579075421754;10,2821463039964;10,0554983564789;10,2755351385742;9,97229361162584;9,88010036625871;9,99600621694816;10,0616653073576
ZFYVE9;8,82109257120915;9,08260823611368;9,01253268152463;8,90813521379544;8,7699458807862;9,06295559541992;8,82137552919897;8,91001864301639;9,05626046811409;9,04470949124804;9,20476108460576;8,99349875391998;9,09482257730938;8,96645104317548;9,05344743062433;9,11018579157136;9,19179256870295;8,86238459399641;8,67663191984397;8,81961553740111;8,89285350780101;8,84154512649616;9,00847870259487;8,7900015764872;8,87714361526431;9,05014970735892;8,72099183567539;9,01982638831537;8,79395710080015;8,88089890284849;8,93661363311135;8,78086580691778;8,84434601564939;8,89699120244091;8,99418540254183;8,95654911011249;8,88743820934469;9,00508541855925;8,86313450968565;9,14173183062653;9,12207214390501;8,77841680403314;8,49323385875522;8,6342740306369;8,57688370584302;8,57550571939717;8,71584653836968;8,77919337962377;8,87019126526389;8,90087343169409;8,88276763990885;8,73590213111295;8,82409148600532;9,08597192432162;9,07165814278065;9,06364343281608;9,04114267244407;8,933648576164;8,95039917467211;8,69570559982412;8,45662839680108;8,62501105872937;8,67773677472782;8,61470159913955;8,86476524194252;8,66700457241269;8,74523465382358;9,01364248906649;8,64966901157668;8,96274897702114;8,87794620333595;8,97225812939612;8,82425536716708;8,60613254810661;8,78249665555653;8,26804756911758;8,29099773570415;8,28919787089509;8,32856146782784
PRPF38A;9,22325349197919;9,42461917855678;9,35235813102837;9,42555800512597;9,2838091741021;9,37801258796907;9,38521178986344;9,26831319528106;9,39962822630956;9,33386586224424;9,37916887583797;9,46272851628617;9,28779272541718;9,38953629165048;9,35662174224894;9,28253886865338;9,30785587161562;9,49534080771462;9,28725476056368;9,39932514711971;9,28915655243026;9,32315866739203;9,32991811807486;9,34011663877643;9,49938217977091;9,49988477335023;9,33601292255336;9,18379227150925;9,417783119563;9,39568610012437;9,27404696375921;9,45710444977552;9,31648591404515;9,54382896880899;9,38890261687791;9,48057932352459;9,3201678122978;9,42179418660984;9,22592087505882;9,47220849869969;9,39286409244922;9,42492192337006;9,29139473285169;9,44770027458251;9,48288072512884;9,36831570689293;9,36839643162657;9,4772254944272;9,2010622097526;9,48457104634249;9,26224747443902;9,46090458480966;9,38781120856985;9,50149583815732;9,37428461393635;9,33945619116369;9,45104233074513;9,25553250178771;9,39039591701185;9,49380178087676;9,51581938790958;9,55287992709881;9,26652277611803;9,47181956531795;9,38620231007563;9,51536489929486;9,32864668396814;9,34663470019637;9,26745600207424;9,45304141916384;9,32861725086287;9,51532979394209;9,5085557263427;9,60648826883651;9,38034510996181;9,68832827616354;9,39708830461304;9,67718867846927;9,58479382443372
GPX7;7,70525461297073;7,46784681673246;7,49757880836344;7,7165748346409;7,60306632946507;7,61335530085898;7,61765920748313;7,60792491275415;7,64624315488759;7,5902680020195;7,63978836705051;7,57063667436812;7,69969474164659;7,65523481600935;7,65402094921052;7,55822215308658;7,5748318399988;7,59991730254378;7,67780046641322;7,65161454142615;7,52156098348179;7,62654190737091;7,79375964616595;7,70079407471297;7,77783770684845;7,70747191819057;7,78829049502637;7,55362298872076;7,68873355937122;7,6645287092564;7,76385566748615;7,69477155069587;7,71851817566421;7,70541597859814;7,608939769191;7,62916934958741;7,70547379436309;7,68102383710904;7,58539901650454;7,74875923998327;7,61005794009208;7,85208513135341;7,683240615227;7,58984401848919;7,68200984769422;7,75662740474296;7,76390149068547;7,64496917095941;7,65460780103034;7,65103054344102;7,67400798512756;7,79842693290844;7,66033627026887;7,56029824669265;7,69199928611595;7,5720200300801;7,7573200140699;7,5727737400055;7,70920931448619;7,68833808476879;7,69055173773408;7,633417653847;7,81297051583106;7,88712000358906;7,84627811575848;7,94512800248816;7,78918733418708;7,79452661549869;7,71966635419052;7,7450165894292;7,85150540667806;7,87684437333652;7,77169896059111;7,84055547101827;7,84715991628558;7,95699795564718;7,85284316020794;7,74776843016906;7,75829616404977
SHISAL2A;6,65671318532399;6,67520615330964;6,75891186045018;6,73089860177631;6,98839634592546;6,8515910840482;6,66253515266753;6,95869514412087;6,92143318858693;6,84216028751998;6,78433859395791;6,85242565238972;6,9586132442454;6,85972866168079;6,83665150109344;6,8602246527767;6,63997204103625;6,96486555479242;7,03365754383832;6,9118884938659;6,89466206389879;6,81075934257693;6,69716507137907;6,66588876659978;6,53389860812285;6,85199761170163;6,8811084346619;6,69120300083795;6,72303387506723;6,87743378747424;6,60823456093365;6,87196045733522;6,72815665338909;6,67849436575594;6,69042106657871;6,66968358664766;6,74046682138129;6,77712578441174;6,92703026769805;6,66555804345419;6,83874885925453;6,92143530548494;7,04211205057881;6,9861284218486;6,81824391949686;6,91787203448176;6,90139269706303;6,73803696513407;6,72009859854042;6,75537303490409;6,75035651404686;6,86199057327028;6,59553092559988;6,80394141700116;6,58652066445227;6,68265062727833;6,87480066768952;6,75590648679678;6,57426564065275;6,67351314924188;6,83870491454238;6,89075181674851;6,69599019257601;6,75127903887796;6,67437145805212;6,80107966106622;6,69387143497321;6,64841207553276;6,58911015784649;6,53664707613402;6,79846206211891;6,57831031925055;6,60614666159986;6,64352400393236;6,76182422588383;6,87142054849055;6,73337201155272;6,69945588886081;6,75907044266606
ZYG11B;10,2103326309648;10,3423871809277;10,2801311293715;10,3683898729939;10,1530294623277;10,2659318503188;10,3465987729071;10,2424731952188;10,3498177876028;10,3572995780379;10,2587465010599;10,3904469814215;10,3583086240902;10,376496147535;10,3748985356176;10,4502725347562;10,3589706349939;10,2624017134795;10,1125564722755;10,2422253897584;10,285124421513;10,1949904829685;10,3233708418715;10,2813630507895;10,2135295443829;10,3348311270179;10,1945300301675;10,190877216585;10,076971563482;10,3129796450544;10,2426559241594;10,1985493881583;10,1898840329548;10,1830467685214;10,0222187129759;10,349072647274;10,3243392611191;10,122549483402;10,0639325803659;10,3779361048369;10,3452956504709;10,0460445901938;10,0902513707966;9,93054588049791;10,1286735550123;9,97920392901446;10,1814238215973;9,96885063215382;10,2144662797084;10,3100301242878;10,1213100275703;10,2473049903969;10,2443567598132;10,3249833604585;10,3463633004439;10,2368039532562;10,2644950034016;10,1887008704873;10,0474430461441;10,1908967688738;10,1527820301704;10,052326637714;10,300243244862;10,0118719312093;10,2520875459218;9,88142844605143;10,1598098782122;10,2137568464592;9,96296735637771;10,2982336340696;9,95829395265417;10,1617163696197;10,2418285919239;9,87548876303198;10,2342059855623;9,67194889273217;9,86827601909372;9,76696339049333;10,0085537054535
SCP2;9,51313699015906;9,56825668466236;9,59222318178201;9,61359705849359;9,41303498215295;9,43376797567479;9,56973014983148;9,55435596502608;9,57901933448651;9,62184913823483;9,66525835997647;9,65667162424814;9,58443548503416;9,61239033587948;9,57351804542306;9,61562315152791;9,57625866415928;9,53901259042203;9,40639765448259;9,466460760922;9,44443335147592;9,5358806232436;9,52164693671244;9,58987949470448;9,55879617652105;9,55370219228421;9,44938681885051;9,38680979967469;9,47283774146215;9,4883115205286;9,23202228382285;9,46230852085885;9,45811027692105;9,6185782544306;9,4395682280113;9,65600799752895;9,4850487717364;9,56072580077731;9,39538962208011;9,59846933921249;9,68010425778424;9,51867227521636;9,46747158585195;9,42184322857284;9,48137745453074;9,41604694899111;9,52460456353688;9,48885200927885;9,48121365391639;9,66184605852882;9,50005397381613;9,64446127627241;9,51935203115326;9,61061252883952;9,63812622323733;9,48438761365183;9,59381668034741;9,38612134458812;9,41201402933094;9,48120046492131;9,59017539801228;9,61758452966065;9,51607002297352;9,61926147918632;9,45957408600691;9,62485550353653;9,43568847321913;9,41481340396455;9,29584089687633;9,59849630389207;9,35547809516359;9,59833514427232;9,52908002472165;9,53876508786779;9,58217631910838;9,53382493252792;9,403681269106;9,32627162150888;9,35870582996735
PODN;8,64604141643614;8,26900380710962;7,99709037973144;8,12918830601874;8,12116460506662;8,32992198146426;8,42943787803502;8,09864948447447;8,41754131674924;8,17657802098572;8,40624026384653;7,96688600488404;8,44290785942613;8,34867668545077;8,1584040521365;8,24627734921662;8,28297889894295;8,30176905257322;8,38395672865083;8,38150469129977;8,38501406181918;8,33734074668764;8,37260038922822;8,70428155565468;8,41668735197442;8,24091067336051;8,6540127119722;8,3721605254974;8,7779894576297;8,80456914025427;8,52870976306028;8,41297745812378;8,66299272048821;8,46725703912635;8,43251051795577;8,41970293304473;8,57966061479082;8,42956025208836;8,73884320913453;8,34516132080504;8,55789028598543;8,5860423007569;8,78918586024549;8,53746838973732;8,47161613108126;8,56073545468015;8,39207525154136;8,26121730974322;8,24749741207789;8,54945406091804;8,34542449911241;8,70410175337511;8,70423414776919;8,12507185355669;8,48010090416325;8,18072156615028;8,11054499073739;8,22671293398376;8,39737456095899;8,42051568322502;8,46911744426762;8,27122838733418;8,64805029450682;8,60887533181533;8,751880519709;8,80989167967465;8,30650577763446;8,35258868657929;8,86676296943477;8,62171399844802;8,5992825165579;8,67279947483612;8,38678513368366;9,06755921650138;8,57853489705832;8,83269269103062;8,96057934502892;8,65174002329474;8,6156767283781
